Loading stratified splits (ensures (dEdge, length) combinations are held out)...
Stratified training set size: 21352
Stratified validation set size: 1858
Stratified test set size: 2410
Note: Validation/test sets contain (dEdge, length) combinations not seen in training
Loaded ML_dEdge critic model from /dfs9/tw/yuanmis1/mrsec/ML-MD-Peptide/DL_for_Peptide/ML_dEdge/models/iteration2/Transformer_curriculum_lr_0.2_bs_1024.pt
Critic model frozen (no gradients)
Adversarial training enabled with lambda=1.0
Training on cuda
Total parameters: 25,451,541
Training samples: 21352
Validation samples: 1858
Adversarial training: ENABLED (lambda=1.0, freq=1)
Training metrics will be saved to: /dfs9/tw/yuanmis1/mrsec/ML-MD-Peptide/DL_for_Peptide/ML_dEdge_gen/v1+2/data/training_metrics_lr0.0005_bs512_lam1.0_ep400_1.csv
Epoch 1: New best model saved! (Valid Loss: 0.5400 = Gen: 3.4270 + λ*Adv: 0.5400)
Epoch 18/400: Total Loss: 1.0547 | Generator Loss: 3.3787 | Adversarial Loss: 1.0547 | Valid Loss: 0.5442 (Gen: 3.4270, Adv: 0.5442) | Perplexity: 29.33 (train) / 30.78 (val) | Token Acc: 1.34% (train) / 0.81% (val) | LR: 3.13e-05
Epoch 19/400: Total Loss: 1.0666 | Generator Loss: 3.3787 | Adversarial Loss: 1.0666 | Valid Loss: 0.5698 (Gen: 3.4270, Adv: 0.5698) | Perplexity: 29.33 (train) / 30.78 (val) | Token Acc: 1.50% (train) / 0.81% (val) | LR: 3.13e-05
Epoch 20/400: Total Loss: 1.0805 | Generator Loss: 3.3786 | Adversarial Loss: 1.0805 | Valid Loss: 0.5570 (Gen: 3.4270, Adv: 0.5570) | Perplexity: 29.33 (train) / 30.78 (val) | Token Acc: 1.46% (train) / 0.81% (val) | LR: 3.13e-05
Epoch 21/400: Total Loss: 1.0693 | Generator Loss: 3.3794 | Adversarial Loss: 1.0693 | Valid Loss: 0.5412 (Gen: 3.4270, Adv: 0.5412) | Perplexity: 29.35 (train) / 30.78 (val) | Token Acc: 1.45% (train) / 0.81% (val) | LR: 3.13e-05
Epoch 00022: reducing learning rate of group 0 to 1.5625e-05.
Epoch 22/400: Total Loss: 1.0576 | Generator Loss: 3.3791 | Adversarial Loss: 1.0576 | Valid Loss: 0.5580 (Gen: 3.4270, Adv: 0.5580) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.50% (train) / 0.81% (val) | LR: 1.56e-05
Epoch 23/400: Total Loss: 1.0832 | Generator Loss: 3.3779 | Adversarial Loss: 1.0832 | Valid Loss: 0.5330 (Gen: 3.4270, Adv: 0.5330) | Perplexity: 29.31 (train) / 30.78 (val) | Token Acc: 1.46% (train) / 0.81% (val) | LR: 1.56e-05
Epoch 24/400: Total Loss: 1.0398 | Generator Loss: 3.3791 | Adversarial Loss: 1.0398 | Valid Loss: 0.5289 (Gen: 3.4270, Adv: 0.5289) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.44% (train) / 0.81% (val) | LR: 1.56e-05
Epoch 25/400: Total Loss: 1.0609 | Generator Loss: 3.3781 | Adversarial Loss: 1.0609 | Valid Loss: 0.5253 (Gen: 3.4270, Adv: 0.5253) | Perplexity: 29.31 (train) / 30.78 (val) | Token Acc: 1.43% (train) / 0.81% (val) | LR: 1.56e-05
Epoch 00026: reducing learning rate of group 0 to 7.8125e-06.
Epoch 26/400: Total Loss: 1.0641 | Generator Loss: 3.3789 | Adversarial Loss: 1.0641 | Valid Loss: 0.5334 (Gen: 3.4270, Adv: 0.5334) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.43% (train) / 0.81% (val) | LR: 7.81e-06
Epoch 27/400: Total Loss: 1.0549 | Generator Loss: 3.3796 | Adversarial Loss: 1.0549 | Valid Loss: 0.5560 (Gen: 3.4270, Adv: 0.5560) | Perplexity: 29.36 (train) / 30.78 (val) | Token Acc: 1.47% (train) / 0.81% (val) | LR: 7.81e-06
Epoch 28/400: Total Loss: 1.0663 | Generator Loss: 3.3785 | Adversarial Loss: 1.0663 | Valid Loss: 0.5193 (Gen: 3.4270, Adv: 0.5193) | Perplexity: 29.33 (train) / 30.78 (val) | Token Acc: 1.42% (train) / 0.81% (val) | LR: 7.81e-06
Epoch 29: New best model saved! (Valid Loss: 0.4921 = Gen: 3.4270 + λ*Adv: 0.4921)
Epoch 29/400: Total Loss: 1.0569 | Generator Loss: 3.3786 | Adversarial Loss: 1.0569 | Valid Loss: 0.4921 (Gen: 3.4270, Adv: 0.4921) | Perplexity: 29.33 (train) / 30.78 (val) | Token Acc: 1.48% (train) / 0.81% (val) | LR: 7.81e-06
Epoch 30/400: Total Loss: 1.0822 | Generator Loss: 3.3783 | Adversarial Loss: 1.0822 | Valid Loss: 0.5322 (Gen: 3.4270, Adv: 0.5322) | Perplexity: 29.32 (train) / 30.78 (val) | Token Acc: 1.46% (train) / 0.81% (val) | LR: 7.81e-06
Epoch 31/400: Total Loss: 1.0647 | Generator Loss: 3.3791 | Adversarial Loss: 1.0647 | Valid Loss: 0.5288 (Gen: 3.4270, Adv: 0.5288) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.46% (train) / 0.81% (val) | LR: 7.81e-06
Epoch 32/400: Total Loss: 1.0724 | Generator Loss: 3.3793 | Adversarial Loss: 1.0724 | Valid Loss: 0.5376 (Gen: 3.4270, Adv: 0.5376) | Perplexity: 29.35 (train) / 30.78 (val) | Token Acc: 1.35% (train) / 0.81% (val) | LR: 7.81e-06
Epoch 00033: reducing learning rate of group 0 to 3.9063e-06.
Epoch 33/400: Total Loss: 1.0610 | Generator Loss: 3.3791 | Adversarial Loss: 1.0610 | Valid Loss: 0.5481 (Gen: 3.4270, Adv: 0.5481) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.41% (train) / 0.81% (val) | LR: 3.91e-06
Epoch 34/400: Total Loss: 1.0709 | Generator Loss: 3.3791 | Adversarial Loss: 1.0709 | Valid Loss: 0.5323 (Gen: 3.4270, Adv: 0.5323) | Perplexity: 29.35 (train) / 30.78 (val) | Token Acc: 1.35% (train) / 0.81% (val) | LR: 3.91e-06
Epoch 35/400: Total Loss: 1.0502 | Generator Loss: 3.3791 | Adversarial Loss: 1.0502 | Valid Loss: 0.5433 (Gen: 3.4270, Adv: 0.5433) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.37% (train) / 0.81% (val) | LR: 3.91e-06
Epoch 36/400: Total Loss: 1.0553 | Generator Loss: 3.3801 | Adversarial Loss: 1.0553 | Valid Loss: 0.5555 (Gen: 3.4270, Adv: 0.5555) | Perplexity: 29.37 (train) / 30.78 (val) | Token Acc: 1.45% (train) / 0.81% (val) | LR: 3.91e-06
Epoch 00037: reducing learning rate of group 0 to 1.9531e-06.
Epoch 37/400: Total Loss: 1.0771 | Generator Loss: 3.3791 | Adversarial Loss: 1.0771 | Valid Loss: 0.5288 (Gen: 3.4270, Adv: 0.5288) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.53% (train) / 0.81% (val) | LR: 1.95e-06
Epoch 38/400: Total Loss: 1.0581 | Generator Loss: 3.3790 | Adversarial Loss: 1.0581 | Valid Loss: 0.5310 (Gen: 3.4270, Adv: 0.5310) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.44% (train) / 0.81% (val) | LR: 1.95e-06
Epoch 39/400: Total Loss: 1.0391 | Generator Loss: 3.3795 | Adversarial Loss: 1.0391 | Valid Loss: 0.5834 (Gen: 3.4270, Adv: 0.5834) | Perplexity: 29.36 (train) / 30.78 (val) | Token Acc: 1.38% (train) / 0.81% (val) | LR: 1.95e-06
Epoch 40/400: Total Loss: 1.0460 | Generator Loss: 3.3801 | Adversarial Loss: 1.0460 | Valid Loss: 0.5657 (Gen: 3.4270, Adv: 0.5657) | Perplexity: 29.37 (train) / 30.78 (val) | Token Acc: 1.48% (train) / 0.81% (val) | LR: 1.95e-06
Epoch 00041: reducing learning rate of group 0 to 1.0000e-06.
Epoch 41/400: Total Loss: 1.0566 | Generator Loss: 3.3781 | Adversarial Loss: 1.0566 | Valid Loss: 0.5763 (Gen: 3.4270, Adv: 0.5763) | Perplexity: 29.31 (train) / 30.78 (val) | Token Acc: 1.47% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 42/400: Total Loss: 1.0577 | Generator Loss: 3.3795 | Adversarial Loss: 1.0577 | Valid Loss: 0.5336 (Gen: 3.4270, Adv: 0.5336) | Perplexity: 29.36 (train) / 30.78 (val) | Token Acc: 1.43% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 43/400: Total Loss: 1.0366 | Generator Loss: 3.3792 | Adversarial Loss: 1.0366 | Valid Loss: 0.5387 (Gen: 3.4270, Adv: 0.5387) | Perplexity: 29.35 (train) / 30.78 (val) | Token Acc: 1.56% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 44/400: Total Loss: 1.0560 | Generator Loss: 3.3797 | Adversarial Loss: 1.0560 | Valid Loss: 0.5191 (Gen: 3.4270, Adv: 0.5191) | Perplexity: 29.36 (train) / 30.78 (val) | Token Acc: 1.43% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 45/400: Total Loss: 1.0718 | Generator Loss: 3.3794 | Adversarial Loss: 1.0718 | Valid Loss: 0.5517 (Gen: 3.4270, Adv: 0.5517) | Perplexity: 29.35 (train) / 30.78 (val) | Token Acc: 1.46% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 46/400: Total Loss: 1.0495 | Generator Loss: 3.3784 | Adversarial Loss: 1.0495 | Valid Loss: 0.5380 (Gen: 3.4270, Adv: 0.5380) | Perplexity: 29.32 (train) / 30.78 (val) | Token Acc: 1.45% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 47/400: Total Loss: 1.0722 | Generator Loss: 3.3791 | Adversarial Loss: 1.0722 | Valid Loss: 0.5369 (Gen: 3.4270, Adv: 0.5369) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.37% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 48/400: Total Loss: 1.0573 | Generator Loss: 3.3798 | Adversarial Loss: 1.0573 | Valid Loss: 0.5484 (Gen: 3.4270, Adv: 0.5484) | Perplexity: 29.36 (train) / 30.78 (val) | Token Acc: 1.47% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 49/400: Total Loss: 1.0642 | Generator Loss: 3.3786 | Adversarial Loss: 1.0642 | Valid Loss: 0.5421 (Gen: 3.4270, Adv: 0.5421) | Perplexity: 29.33 (train) / 30.78 (val) | Token Acc: 1.43% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 50/400: Total Loss: 1.0644 | Generator Loss: 3.3788 | Adversarial Loss: 1.0644 | Valid Loss: 0.5155 (Gen: 3.4270, Adv: 0.5155) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.45% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 51/400: Total Loss: 1.0642 | Generator Loss: 3.3789 | Adversarial Loss: 1.0642 | Valid Loss: 0.5373 (Gen: 3.4270, Adv: 0.5373) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.51% (train) / 0.81% (val) | LR: 1.00e-06
