Loading stratified splits (ensures (dEdge, length) combinations are held out)...
Stratified training set size: 21352
Stratified validation set size: 1858
Stratified test set size: 2410
Note: Validation/test sets contain (dEdge, length) combinations not seen in training
Loaded ML_dEdge critic model from /dfs9/tw/yuanmis1/mrsec/ML-MD-Peptide/DL_for_Peptide/ML_dEdge/models/iteration2/Transformer_curriculum_lr_0.2_bs_1024.pt
Critic model frozen (no gradients)
Adversarial training enabled with lambda=1.0
Training on cuda
Total parameters: 25,451,541
Training samples: 21352
Validation samples: 1858
Adversarial training: ENABLED (lambda=1.0, freq=1)
Training metrics will be saved to: /dfs9/tw/yuanmis1/mrsec/ML-MD-Peptide/DL_for_Peptide/ML_dEdge_gen/v1+2/data/training_metrics_lr0.0005_bs512_lam1.0_ep400_1.csv
Epoch 1: New best model saved! (Valid Loss: 0.5400 = Gen: 3.4270 + λ*Adv: 0.5400)
Epoch 75/400: Total Loss: 1.0561 | Generator Loss: 3.3799 | Adversarial Loss: 1.0561 | Valid Loss: 0.5166 (Gen: 3.4270, Adv: 0.5166) | Perplexity: 29.37 (train) / 30.78 (val) | Token Acc: 1.49% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 76/400: Total Loss: 1.0602 | Generator Loss: 3.3798 | Adversarial Loss: 1.0602 | Valid Loss: 0.5505 (Gen: 3.4270, Adv: 0.5505) | Perplexity: 29.36 (train) / 30.78 (val) | Token Acc: 1.47% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 77/400: Total Loss: 1.0911 | Generator Loss: 3.3795 | Adversarial Loss: 1.0911 | Valid Loss: 0.5452 (Gen: 3.4270, Adv: 0.5452) | Perplexity: 29.36 (train) / 30.78 (val) | Token Acc: 1.51% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 78/400: Total Loss: 1.0644 | Generator Loss: 3.3787 | Adversarial Loss: 1.0644 | Valid Loss: 0.5288 (Gen: 3.4270, Adv: 0.5288) | Perplexity: 29.33 (train) / 30.78 (val) | Token Acc: 1.46% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 79/400: Total Loss: 1.0699 | Generator Loss: 3.3797 | Adversarial Loss: 1.0699 | Valid Loss: 0.5627 (Gen: 3.4270, Adv: 0.5627) | Perplexity: 29.36 (train) / 30.78 (val) | Token Acc: 1.54% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 80/400: Total Loss: 1.0647 | Generator Loss: 3.3786 | Adversarial Loss: 1.0647 | Valid Loss: 0.5703 (Gen: 3.4270, Adv: 0.5703) | Perplexity: 29.33 (train) / 30.78 (val) | Token Acc: 1.44% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 81/400: Total Loss: 1.0534 | Generator Loss: 3.3792 | Adversarial Loss: 1.0534 | Valid Loss: 0.5292 (Gen: 3.4270, Adv: 0.5292) | Perplexity: 29.35 (train) / 30.78 (val) | Token Acc: 1.42% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 82/400: Total Loss: 1.0510 | Generator Loss: 3.3786 | Adversarial Loss: 1.0510 | Valid Loss: 0.5130 (Gen: 3.4270, Adv: 0.5130) | Perplexity: 29.33 (train) / 30.78 (val) | Token Acc: 1.44% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 83/400: Total Loss: 1.0655 | Generator Loss: 3.3796 | Adversarial Loss: 1.0655 | Valid Loss: 0.5625 (Gen: 3.4270, Adv: 0.5625) | Perplexity: 29.36 (train) / 30.78 (val) | Token Acc: 1.45% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 84/400: Total Loss: 1.0743 | Generator Loss: 3.3795 | Adversarial Loss: 1.0743 | Valid Loss: 0.5328 (Gen: 3.4270, Adv: 0.5328) | Perplexity: 29.36 (train) / 30.78 (val) | Token Acc: 1.41% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 85/400: Total Loss: 1.0688 | Generator Loss: 3.3793 | Adversarial Loss: 1.0688 | Valid Loss: 0.5810 (Gen: 3.4270, Adv: 0.5810) | Perplexity: 29.35 (train) / 30.78 (val) | Token Acc: 1.45% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 86/400: Total Loss: 1.0627 | Generator Loss: 3.3799 | Adversarial Loss: 1.0627 | Valid Loss: 0.5500 (Gen: 3.4270, Adv: 0.5500) | Perplexity: 29.37 (train) / 30.78 (val) | Token Acc: 1.52% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 87/400: Total Loss: 1.0582 | Generator Loss: 3.3793 | Adversarial Loss: 1.0582 | Valid Loss: 0.5263 (Gen: 3.4270, Adv: 0.5263) | Perplexity: 29.35 (train) / 30.78 (val) | Token Acc: 1.49% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 88/400: Total Loss: 1.0745 | Generator Loss: 3.3784 | Adversarial Loss: 1.0745 | Valid Loss: 0.5320 (Gen: 3.4270, Adv: 0.5320) | Perplexity: 29.32 (train) / 30.78 (val) | Token Acc: 1.42% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 89/400: Total Loss: 1.0477 | Generator Loss: 3.3792 | Adversarial Loss: 1.0477 | Valid Loss: 0.5273 (Gen: 3.4270, Adv: 0.5273) | Perplexity: 29.35 (train) / 30.78 (val) | Token Acc: 1.54% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 90/400: Total Loss: 1.0444 | Generator Loss: 3.3784 | Adversarial Loss: 1.0444 | Valid Loss: 0.5328 (Gen: 3.4270, Adv: 0.5328) | Perplexity: 29.32 (train) / 30.78 (val) | Token Acc: 1.39% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 91/400: Total Loss: 1.0624 | Generator Loss: 3.3794 | Adversarial Loss: 1.0624 | Valid Loss: 0.5333 (Gen: 3.4270, Adv: 0.5333) | Perplexity: 29.35 (train) / 30.78 (val) | Token Acc: 1.51% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 92/400: Total Loss: 1.0508 | Generator Loss: 3.3782 | Adversarial Loss: 1.0508 | Valid Loss: 0.5515 (Gen: 3.4270, Adv: 0.5515) | Perplexity: 29.32 (train) / 30.78 (val) | Token Acc: 1.43% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 93/400: Total Loss: 1.0559 | Generator Loss: 3.3801 | Adversarial Loss: 1.0559 | Valid Loss: 0.5099 (Gen: 3.4270, Adv: 0.5099) | Perplexity: 29.37 (train) / 30.78 (val) | Token Acc: 1.47% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 94/400: Total Loss: 1.0300 | Generator Loss: 3.3794 | Adversarial Loss: 1.0300 | Valid Loss: 0.5468 (Gen: 3.4270, Adv: 0.5468) | Perplexity: 29.35 (train) / 30.78 (val) | Token Acc: 1.49% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 95/400: Total Loss: 1.0604 | Generator Loss: 3.3799 | Adversarial Loss: 1.0604 | Valid Loss: 0.5609 (Gen: 3.4270, Adv: 0.5609) | Perplexity: 29.37 (train) / 30.78 (val) | Token Acc: 1.44% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 96/400: Total Loss: 1.0458 | Generator Loss: 3.3798 | Adversarial Loss: 1.0458 | Valid Loss: 0.5313 (Gen: 3.4270, Adv: 0.5313) | Perplexity: 29.37 (train) / 30.78 (val) | Token Acc: 1.42% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 97/400: Total Loss: 1.0554 | Generator Loss: 3.3793 | Adversarial Loss: 1.0554 | Valid Loss: 0.5309 (Gen: 3.4270, Adv: 0.5309) | Perplexity: 29.35 (train) / 30.78 (val) | Token Acc: 1.44% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 98/400: Total Loss: 1.0497 | Generator Loss: 3.3795 | Adversarial Loss: 1.0497 | Valid Loss: 0.5845 (Gen: 3.4270, Adv: 0.5845) | Perplexity: 29.36 (train) / 30.78 (val) | Token Acc: 1.37% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 99/400: Total Loss: 1.0658 | Generator Loss: 3.3795 | Adversarial Loss: 1.0658 | Valid Loss: 0.5264 (Gen: 3.4270, Adv: 0.5264) | Perplexity: 29.36 (train) / 30.78 (val) | Token Acc: 1.50% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 100/400: Total Loss: 1.0543 | Generator Loss: 3.3782 | Adversarial Loss: 1.0543 | Valid Loss: 0.5434 (Gen: 3.4270, Adv: 0.5434) | Perplexity: 29.32 (train) / 30.78 (val) | Token Acc: 1.49% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 101/400: Total Loss: 1.0396 | Generator Loss: 3.3792 | Adversarial Loss: 1.0396 | Valid Loss: 0.5348 (Gen: 3.4270, Adv: 0.5348) | Perplexity: 29.35 (train) / 30.78 (val) | Token Acc: 1.43% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 102/400: Total Loss: 1.0706 | Generator Loss: 3.3799 | Adversarial Loss: 1.0706 | Valid Loss: 0.5636 (Gen: 3.4270, Adv: 0.5636) | Perplexity: 29.37 (train) / 30.78 (val) | Token Acc: 1.41% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 103/400: Total Loss: 1.0525 | Generator Loss: 3.3791 | Adversarial Loss: 1.0525 | Valid Loss: 0.5735 (Gen: 3.4270, Adv: 0.5735) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.44% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 104/400: Total Loss: 1.0692 | Generator Loss: 3.3793 | Adversarial Loss: 1.0692 | Valid Loss: 0.5279 (Gen: 3.4270, Adv: 0.5279) | Perplexity: 29.35 (train) / 30.78 (val) | Token Acc: 1.43% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 105/400: Total Loss: 1.0661 | Generator Loss: 3.3787 | Adversarial Loss: 1.0661 | Valid Loss: 0.5263 (Gen: 3.4270, Adv: 0.5263) | Perplexity: 29.33 (train) / 30.78 (val) | Token Acc: 1.48% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 106/400: Total Loss: 1.0555 | Generator Loss: 3.3802 | Adversarial Loss: 1.0555 | Valid Loss: 0.5396 (Gen: 3.4270, Adv: 0.5396) | Perplexity: 29.38 (train) / 30.78 (val) | Token Acc: 1.40% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 107/400: Total Loss: 1.0591 | Generator Loss: 3.3796 | Adversarial Loss: 1.0591 | Valid Loss: 0.5885 (Gen: 3.4270, Adv: 0.5885) | Perplexity: 29.36 (train) / 30.78 (val) | Token Acc: 1.48% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 108/400: Total Loss: 1.0474 | Generator Loss: 3.3798 | Adversarial Loss: 1.0474 | Valid Loss: 0.5311 (Gen: 3.4270, Adv: 0.5311) | Perplexity: 29.36 (train) / 30.78 (val) | Token Acc: 1.43% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 109/400: Total Loss: 1.0461 | Generator Loss: 3.3787 | Adversarial Loss: 1.0461 | Valid Loss: 0.5540 (Gen: 3.4270, Adv: 0.5540) | Perplexity: 29.33 (train) / 30.78 (val) | Token Acc: 1.42% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 110/400: Total Loss: 1.0663 | Generator Loss: 3.3788 | Adversarial Loss: 1.0663 | Valid Loss: 0.5314 (Gen: 3.4270, Adv: 0.5314) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.44% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 111/400: Total Loss: 1.0745 | Generator Loss: 3.3790 | Adversarial Loss: 1.0745 | Valid Loss: 0.5213 (Gen: 3.4270, Adv: 0.5213) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.44% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 112/400: Total Loss: 1.0640 | Generator Loss: 3.3799 | Adversarial Loss: 1.0640 | Valid Loss: 0.5688 (Gen: 3.4270, Adv: 0.5688) | Perplexity: 29.37 (train) / 30.78 (val) | Token Acc: 1.48% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 113/400: Total Loss: 1.0470 | Generator Loss: 3.3790 | Adversarial Loss: 1.0470 | Valid Loss: 0.5245 (Gen: 3.4270, Adv: 0.5245) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.52% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 114/400: Total Loss: 1.0731 | Generator Loss: 3.3796 | Adversarial Loss: 1.0731 | Valid Loss: 0.5417 (Gen: 3.4270, Adv: 0.5417) | Perplexity: 29.36 (train) / 30.78 (val) | Token Acc: 1.43% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 115/400: Total Loss: 1.0837 | Generator Loss: 3.3779 | Adversarial Loss: 1.0837 | Valid Loss: 0.5156 (Gen: 3.4270, Adv: 0.5156) | Perplexity: 29.31 (train) / 30.78 (val) | Token Acc: 1.50% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 116/400: Total Loss: 1.0493 | Generator Loss: 3.3791 | Adversarial Loss: 1.0493 | Valid Loss: 0.5347 (Gen: 3.4270, Adv: 0.5347) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.46% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 117/400: Total Loss: 1.0583 | Generator Loss: 3.3802 | Adversarial Loss: 1.0583 | Valid Loss: 0.5417 (Gen: 3.4270, Adv: 0.5417) | Perplexity: 29.38 (train) / 30.78 (val) | Token Acc: 1.52% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 118/400: Total Loss: 1.0580 | Generator Loss: 3.3794 | Adversarial Loss: 1.0580 | Valid Loss: 0.5120 (Gen: 3.4270, Adv: 0.5120) | Perplexity: 29.35 (train) / 30.78 (val) | Token Acc: 1.46% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 119/400: Total Loss: 1.0721 | Generator Loss: 3.3791 | Adversarial Loss: 1.0721 | Valid Loss: 0.5280 (Gen: 3.4270, Adv: 0.5280) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.39% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 120/400: Total Loss: 1.0446 | Generator Loss: 3.3800 | Adversarial Loss: 1.0446 | Valid Loss: 0.5362 (Gen: 3.4270, Adv: 0.5362) | Perplexity: 29.37 (train) / 30.78 (val) | Token Acc: 1.41% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 121/400: Total Loss: 1.0734 | Generator Loss: 3.3793 | Adversarial Loss: 1.0734 | Valid Loss: 0.5558 (Gen: 3.4270, Adv: 0.5558) | Perplexity: 29.35 (train) / 30.78 (val) | Token Acc: 1.47% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 122/400: Total Loss: 1.0612 | Generator Loss: 3.3791 | Adversarial Loss: 1.0612 | Valid Loss: 0.5245 (Gen: 3.4270, Adv: 0.5245) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.42% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 123/400: Total Loss: 1.0672 | Generator Loss: 3.3791 | Adversarial Loss: 1.0672 | Valid Loss: 0.5420 (Gen: 3.4270, Adv: 0.5420) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.38% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 124/400: Total Loss: 1.0607 | Generator Loss: 3.3789 | Adversarial Loss: 1.0607 | Valid Loss: 0.5451 (Gen: 3.4270, Adv: 0.5451) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.46% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 125/400: Total Loss: 1.0781 | Generator Loss: 3.3792 | Adversarial Loss: 1.0781 | Valid Loss: 0.5564 (Gen: 3.4270, Adv: 0.5564) | Perplexity: 29.35 (train) / 30.78 (val) | Token Acc: 1.49% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 126/400: Total Loss: 1.0535 | Generator Loss: 3.3795 | Adversarial Loss: 1.0535 | Valid Loss: 0.5455 (Gen: 3.4270, Adv: 0.5455) | Perplexity: 29.36 (train) / 30.78 (val) | Token Acc: 1.50% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 127/400: Total Loss: 1.0650 | Generator Loss: 3.3799 | Adversarial Loss: 1.0650 | Valid Loss: 0.5238 (Gen: 3.4270, Adv: 0.5238) | Perplexity: 29.37 (train) / 30.78 (val) | Token Acc: 1.47% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 128/400: Total Loss: 1.0422 | Generator Loss: 3.3795 | Adversarial Loss: 1.0422 | Valid Loss: 0.5278 (Gen: 3.4270, Adv: 0.5278) | Perplexity: 29.36 (train) / 30.78 (val) | Token Acc: 1.41% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 129/400: Total Loss: 1.0559 | Generator Loss: 3.3788 | Adversarial Loss: 1.0559 | Valid Loss: 0.5390 (Gen: 3.4270, Adv: 0.5390) | Perplexity: 29.33 (train) / 30.78 (val) | Token Acc: 1.45% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 130/400: Total Loss: 1.0588 | Generator Loss: 3.3787 | Adversarial Loss: 1.0588 | Valid Loss: 0.5267 (Gen: 3.4270, Adv: 0.5267) | Perplexity: 29.33 (train) / 30.78 (val) | Token Acc: 1.46% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 131/400: Total Loss: 1.0633 | Generator Loss: 3.3791 | Adversarial Loss: 1.0633 | Valid Loss: 0.5274 (Gen: 3.4270, Adv: 0.5274) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.40% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 132/400: Total Loss: 1.0517 | Generator Loss: 3.3786 | Adversarial Loss: 1.0517 | Valid Loss: 0.5395 (Gen: 3.4270, Adv: 0.5395) | Perplexity: 29.33 (train) / 30.78 (val) | Token Acc: 1.37% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 133/400: Total Loss: 1.0605 | Generator Loss: 3.3798 | Adversarial Loss: 1.0605 | Valid Loss: 0.5358 (Gen: 3.4270, Adv: 0.5358) | Perplexity: 29.36 (train) / 30.78 (val) | Token Acc: 1.54% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 134/400: Total Loss: 1.0589 | Generator Loss: 3.3795 | Adversarial Loss: 1.0589 | Valid Loss: 0.5470 (Gen: 3.4270, Adv: 0.5470) | Perplexity: 29.36 (train) / 30.78 (val) | Token Acc: 1.42% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 135/400: Total Loss: 1.0665 | Generator Loss: 3.3788 | Adversarial Loss: 1.0665 | Valid Loss: 0.5420 (Gen: 3.4270, Adv: 0.5420) | Perplexity: 29.33 (train) / 30.78 (val) | Token Acc: 1.42% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 136/400: Total Loss: 1.0684 | Generator Loss: 3.3797 | Adversarial Loss: 1.0684 | Valid Loss: 0.5572 (Gen: 3.4270, Adv: 0.5572) | Perplexity: 29.36 (train) / 30.78 (val) | Token Acc: 1.41% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 137/400: Total Loss: 1.0672 | Generator Loss: 3.3786 | Adversarial Loss: 1.0672 | Valid Loss: 0.5720 (Gen: 3.4270, Adv: 0.5720) | Perplexity: 29.33 (train) / 30.78 (val) | Token Acc: 1.47% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 138/400: Total Loss: 1.0641 | Generator Loss: 3.3797 | Adversarial Loss: 1.0641 | Valid Loss: 0.5911 (Gen: 3.4270, Adv: 0.5911) | Perplexity: 29.36 (train) / 30.78 (val) | Token Acc: 1.42% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 139/400: Total Loss: 1.0714 | Generator Loss: 3.3797 | Adversarial Loss: 1.0714 | Valid Loss: 0.5187 (Gen: 3.4270, Adv: 0.5187) | Perplexity: 29.36 (train) / 30.78 (val) | Token Acc: 1.47% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 140/400: Total Loss: 1.0475 | Generator Loss: 3.3785 | Adversarial Loss: 1.0475 | Valid Loss: 0.5384 (Gen: 3.4270, Adv: 0.5384) | Perplexity: 29.33 (train) / 30.78 (val) | Token Acc: 1.45% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 141/400: Total Loss: 1.0611 | Generator Loss: 3.3786 | Adversarial Loss: 1.0611 | Valid Loss: 0.5431 (Gen: 3.4270, Adv: 0.5431) | Perplexity: 29.33 (train) / 30.78 (val) | Token Acc: 1.48% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 142/400: Total Loss: 1.0548 | Generator Loss: 3.3786 | Adversarial Loss: 1.0548 | Valid Loss: 0.5451 (Gen: 3.4270, Adv: 0.5451) | Perplexity: 29.33 (train) / 30.78 (val) | Token Acc: 1.46% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 143/400: Total Loss: 1.0732 | Generator Loss: 3.3788 | Adversarial Loss: 1.0732 | Valid Loss: 0.5426 (Gen: 3.4270, Adv: 0.5426) | Perplexity: 29.33 (train) / 30.78 (val) | Token Acc: 1.44% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 144/400: Total Loss: 1.0427 | Generator Loss: 3.3795 | Adversarial Loss: 1.0427 | Valid Loss: 0.5627 (Gen: 3.4270, Adv: 0.5627) | Perplexity: 29.36 (train) / 30.78 (val) | Token Acc: 1.40% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 145/400: Total Loss: 1.0759 | Generator Loss: 3.3790 | Adversarial Loss: 1.0759 | Valid Loss: 0.5349 (Gen: 3.4270, Adv: 0.5349) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.50% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 146/400: Total Loss: 1.0567 | Generator Loss: 3.3791 | Adversarial Loss: 1.0567 | Valid Loss: 0.5315 (Gen: 3.4270, Adv: 0.5315) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.44% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 147/400: Total Loss: 1.0711 | Generator Loss: 3.3790 | Adversarial Loss: 1.0711 | Valid Loss: 0.5330 (Gen: 3.4270, Adv: 0.5330) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.43% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 148/400: Total Loss: 1.0311 | Generator Loss: 3.3788 | Adversarial Loss: 1.0311 | Valid Loss: 0.5574 (Gen: 3.4270, Adv: 0.5574) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.47% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 149/400: Total Loss: 1.0577 | Generator Loss: 3.3791 | Adversarial Loss: 1.0577 | Valid Loss: 0.5579 (Gen: 3.4270, Adv: 0.5579) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.46% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 150/400: Total Loss: 1.0537 | Generator Loss: 3.3786 | Adversarial Loss: 1.0537 | Valid Loss: 0.5366 (Gen: 3.4270, Adv: 0.5366) | Perplexity: 29.33 (train) / 30.78 (val) | Token Acc: 1.50% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 151/400: Total Loss: 1.0376 | Generator Loss: 3.3790 | Adversarial Loss: 1.0376 | Valid Loss: 0.5519 (Gen: 3.4270, Adv: 0.5519) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.49% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 152/400: Total Loss: 1.0472 | Generator Loss: 3.3791 | Adversarial Loss: 1.0472 | Valid Loss: 0.5482 (Gen: 3.4270, Adv: 0.5482) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.39% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 153/400: Total Loss: 1.0462 | Generator Loss: 3.3797 | Adversarial Loss: 1.0462 | Valid Loss: 0.5431 (Gen: 3.4270, Adv: 0.5431) | Perplexity: 29.36 (train) / 30.78 (val) | Token Acc: 1.45% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 154/400: Total Loss: 1.0460 | Generator Loss: 3.3782 | Adversarial Loss: 1.0460 | Valid Loss: 0.5362 (Gen: 3.4270, Adv: 0.5362) | Perplexity: 29.32 (train) / 30.78 (val) | Token Acc: 1.45% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 155/400: Total Loss: 1.0423 | Generator Loss: 3.3791 | Adversarial Loss: 1.0423 | Valid Loss: 0.5368 (Gen: 3.4270, Adv: 0.5368) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.50% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 156/400: Total Loss: 1.0633 | Generator Loss: 3.3794 | Adversarial Loss: 1.0633 | Valid Loss: 0.5189 (Gen: 3.4270, Adv: 0.5189) | Perplexity: 29.35 (train) / 30.78 (val) | Token Acc: 1.41% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 157/400: Total Loss: 1.0674 | Generator Loss: 3.3786 | Adversarial Loss: 1.0674 | Valid Loss: 0.5231 (Gen: 3.4270, Adv: 0.5231) | Perplexity: 29.33 (train) / 30.78 (val) | Token Acc: 1.40% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 158/400: Total Loss: 1.0643 | Generator Loss: 3.3795 | Adversarial Loss: 1.0643 | Valid Loss: 0.5368 (Gen: 3.4270, Adv: 0.5368) | Perplexity: 29.36 (train) / 30.78 (val) | Token Acc: 1.44% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 159/400: Total Loss: 1.0551 | Generator Loss: 3.3793 | Adversarial Loss: 1.0551 | Valid Loss: 0.5402 (Gen: 3.4270, Adv: 0.5402) | Perplexity: 29.35 (train) / 30.78 (val) | Token Acc: 1.44% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 160/400: Total Loss: 1.0737 | Generator Loss: 3.3793 | Adversarial Loss: 1.0737 | Valid Loss: 0.5516 (Gen: 3.4270, Adv: 0.5516) | Perplexity: 29.35 (train) / 30.78 (val) | Token Acc: 1.48% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 161/400: Total Loss: 1.0728 | Generator Loss: 3.3795 | Adversarial Loss: 1.0728 | Valid Loss: 0.5763 (Gen: 3.4270, Adv: 0.5763) | Perplexity: 29.36 (train) / 30.78 (val) | Token Acc: 1.43% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 162/400: Total Loss: 1.0582 | Generator Loss: 3.3791 | Adversarial Loss: 1.0582 | Valid Loss: 0.5342 (Gen: 3.4270, Adv: 0.5342) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.43% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 163/400: Total Loss: 1.0668 | Generator Loss: 3.3792 | Adversarial Loss: 1.0668 | Valid Loss: 0.5257 (Gen: 3.4270, Adv: 0.5257) | Perplexity: 29.35 (train) / 30.78 (val) | Token Acc: 1.47% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 164/400: Total Loss: 1.0566 | Generator Loss: 3.3795 | Adversarial Loss: 1.0566 | Valid Loss: 0.5265 (Gen: 3.4270, Adv: 0.5265) | Perplexity: 29.36 (train) / 30.78 (val) | Token Acc: 1.39% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 165/400: Total Loss: 1.0495 | Generator Loss: 3.3796 | Adversarial Loss: 1.0495 | Valid Loss: 0.5665 (Gen: 3.4270, Adv: 0.5665) | Perplexity: 29.36 (train) / 30.78 (val) | Token Acc: 1.47% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 166/400: Total Loss: 1.0569 | Generator Loss: 3.3791 | Adversarial Loss: 1.0569 | Valid Loss: 0.4928 (Gen: 3.4270, Adv: 0.4928) | Perplexity: 29.35 (train) / 30.78 (val) | Token Acc: 1.35% (train) / 0.81% (val) | LR: 1.00e-06
